"","s0","s1","K1plus","fmax"
"56",0.897053577983752,0.925264246971346,15976.8491215073,0.322631066311151
"57",0.839949203981087,0.96082898681052,10687.8605927341,0.302515935767442
"58",0.830027926852927,0.939335499121807,14450.093768537,0.284344191271812
"59",0.931786124780774,0.936023838422261,13974.0951079875,0.28788240717724
"60",0.811143609974533,0.931543093896471,16490.916442126,0.29529426952824
"61",0.807059089327231,0.965397830097936,11108.4698559716,0.259859981965274
"62",0.888694271398708,0.948785773245618,11328.6923174746,0.328466915246099
"63",0.954979513119906,0.927550447313115,17367.3990322277,0.262226007338613
"64",0.977573772147298,0.923963367473334,15439.1423170455,0.318052915222943
"65",0.94416905650869,0.927477140584961,17877.5047906674,0.259672557208687
"66",0.819972536806017,0.953904591803439,12102.9345109127,0.277876149844378
"67",0.933243927685544,0.932134256255813,15680.742491968,0.271493098959327
"68",0.833681115088984,0.945390919200145,12642.3498918302,0.306206032335758
"69",0.901644499972463,0.939623853075318,12759.2581650242,0.317185570895672
"70",0.897111079376191,0.95401295912452,11508.6156572215,0.280505698751658
"71",0.810452084010467,0.941031785053201,15499.5794128627,0.254740047566593
"72",0.984341293619946,0.945504731289111,11546.2341485545,0.306592911332846
"73",0.807077929098159,0.933898168266751,16895.1759021729,0.275745415296406
"74",0.946817906759679,0.938712556683458,14347.1082579345,0.255950708668679
"75",0.886499887425452,0.939413694664836,15022.1881852485,0.252812060117722
"76",0.804644579533488,0.937795707723126,15335.0927587599,0.280568813662976
"77",0.882024617632851,0.951964063057676,11670.9063039161,0.289982882775366
"78",0.958748249337077,0.935230023832992,14280.8135552332,0.276230339333415
"79",0.803772187931463,0.935275881318375,15239.622304216,0.301614016965032
"80",0.824692510440946,0.92392939964775,19963.1797382608,0.292849404420704
"81",0.85625105984509,0.948337541450746,12225.9929706343,0.296451894361526
"82",0.95552146662958,0.940322919841856,12021.0734731518,0.327847269717604
"83",0.80000527780503,0.931935733580031,15684.1386668384,0.318338790088892
"84",0.910667050257325,0.932476518978365,16269.8891153559,0.263580577429384
"85",0.814937887294218,0.935366972791962,14526.7693628557,0.316547807566822
"86",0.966740565793589,0.945007929252461,11745.226229541,0.305679621938616
"87",0.932930306438357,0.93345438297838,15445.1644537039,0.266689280960709
"88",0.997556466748938,0.926821307186037,15814.7010253742,0.28435297453776
"89",0.854979273816571,0.93759247539565,14755.7153645903,0.280591510701925
"90",0.936652705166489,0.923875080910511,15727.1757884882,0.326363556366414
"91",0.833365626400337,0.938733806042001,14846.2889133953,0.276369507629424
"92",0.882128402590752,0.942619243636727,13137.5245191157,0.288761994186789
"93",0.880828905804083,0.954141782736406,12224.7567726299,0.251825523562729
"94",0.90790445334278,0.941646804357879,13251.6706432216,0.282934149820358
"95",0.958583133621141,0.933866197150201,14182.8226181678,0.289290597811341
"96",0.965346138505265,0.960097791394219,10770.488420967,0.262611938044429
"97",0.981936113676056,0.925323195755482,17407.9360836186,0.27031912215054
"98",0.96394860050641,0.950622352329083,11721.8259745277,0.271279758978635
"99",0.817930541466922,0.95168062064331,12485.6682121754,0.275924821309745
"100",0.884885143535212,0.943309107748792,14081.1006259173,0.252161920946091
"101",0.836534874327481,0.938292075833306,15162.3723469675,0.271637956723571
"102",0.966159021155909,0.932345844688825,13455.9956006706,0.320482683759183
"103",0.864096451271325,0.962553536426276,10691.8173027225,0.282808325961232
"104",0.972727326722816,0.949360355036333,11621.2823125534,0.281546288635582
"105",0.830774963553995,0.942650594259612,13701.2029439211,0.285572704207152
"106",0.83460246687755,0.924454697105102,18653.5494215786,0.304422358646989
"107",0.984470337117091,0.935138775967062,13064.1584214754,0.308622474763542
"108",0.920392786711454,0.936907621636055,14311.1393135041,0.276172771248966
"109",0.944212739216164,0.94174906311091,13385.3005990386,0.267158722598106
"110",0.826881212042645,0.967579493531957,10381.3416860066,0.283474817741662
"111",0.927940602181479,0.952907744515687,11449.7948111966,0.280787659417838
"112",0.927940602181479,0.952907744515687,11449.7948111966,0.280787659417838
"113",0.859049495076761,0.957200197968632,10700.8918188512,0.319344904068857
"114",0.995968538662419,0.954090787516907,10852.44364338,0.285516215842217
"115",0.894391440879554,0.930789708113298,15367.9013671353,0.298181105703115
"116",0.90653869449161,0.943064371519722,12459.3417230062,0.304795699641109
"117",0.849012684961781,0.932388720451854,17791.6691452265,0.257462490797043
"118",0.800640479987487,0.952494287583977,12528.1894416548,0.274846320245415
"119",0.991262796102092,0.930021073273383,15998.3500582166,0.261781548000872
"120",0.822419548034668,0.960357693419792,11736.5414928645,0.253638281039894
"121",0.823816209984943,0.956056639109738,12038.5059784167,0.265550355352461
"122",0.918095573084429,0.924686814611778,16511.9191911072,0.310653680432588
"123",0.894917930196971,0.925675742328167,15946.6685634106,0.320767691619694
"124",0.869989605247974,0.947074453253299,12253.5798931494,0.299581447355449
"125",0.822062661126256,0.93582176535856,14384.2766527086,0.31484874131158
"126",0.801798349991441,0.95095081042964,12714.0211034566,0.277055831011385
"127",0.828687680047005,0.940299111441709,12999.3101884611,0.329927587267011
"128",0.928112074220553,0.948111853469163,11352.8276188299,0.317668710462749
"129",0.928112074220553,0.948111853469163,11352.8276188299,0.317668710462749
"130",0.848747768718749,0.934366633975878,14351.7219182104,0.316261849980801
"131",0.924444782594219,0.953666773694567,11445.2160545625,0.277625339739025
"132",0.896118608955294,0.954263916937634,11569.1274218261,0.276330927945673
"133",0.902699438296258,0.937641210411675,13955.9358451515,0.287656559776515
"134",0.849508805759251,0.931993228709325,16523.3564889058,0.279252883698791
"135",0.908008459350094,0.92422135239467,18814.3779616803,0.279572053588927
"136",0.868099548248574,0.952554198447615,11955.8881083503,0.277310161851346
"137",0.914906654367223,0.953511234745383,11335.0862567313,0.286938693746924
"138",0.914906654367223,0.953511234745383,11335.0862567313,0.286938693746924
"139",0.999787347903475,0.938162449584343,12081.1487338506,0.325837119054049
"140",0.992992310365662,0.943181601306424,12610.8134537935,0.271742734462023
"141",0.950706280907616,0.958906635688618,10697.8033250198,0.278336033392698
"142",0.926118930242956,0.945033512683585,12795.1032249257,0.271680066362023
"143",0.833330632885918,0.934910643217154,14379.4539151713,0.317750481572002
"144",0.833230582810938,0.931835928908549,15872.0886171795,0.299999636169523
"145",0.893228474864736,0.96762256026268,10075.6370974705,0.282070427443832
"146",0.959186726296321,0.924594715982676,18436.9378117844,0.264700248595327
"147",0.873584320954979,0.944226779020391,12414.978062734,0.309808973036706
"148",0.996833416121081,0.928285934356973,14378.715492785,0.309874273594469
"149",0.882714879885316,0.942027476150542,12887.2715029866,0.302071876563132
"150",0.812761561758816,0.973515062476508,10384.659031406,0.252360842432827
"151",0.896146839018911,0.936351401475258,13185.0384455174,0.325680199228227
"152",0.926747332466766,0.936982449796051,13901.800038293,0.285707016699016
"153",0.911316411290318,0.955576584325172,11411.7013220675,0.27139643939212
"154",0.908614557795227,0.948405767488293,12607.8106462955,0.263307813834399
"155",0.803445996064693,0.940942784538493,14007.3645091616,0.297519367150962
"156",0.975251908553764,0.924062548438087,16551.0089555755,0.295780073404312
"157",0.994042623182759,0.92436715059448,18995.0891491026,0.253961282689124
"158",0.985916323773563,0.931628102390096,14089.7186263464,0.29823925530538
"159",0.802778855385259,0.928553620679304,17512.3698823154,0.302238685060293
"160",0.880243131658062,0.937572376942262,14831.4038361423,0.271255691684783
"161",0.890423449315131,0.951338665909134,11330.8783480898,0.30978673433885
"162",0.913785348366946,0.932690920587629,15363.1876246072,0.279624393060803
"163",0.934597283042967,0.930550628388301,15744.4036519155,0.277913640160114
"164",0.822399930097163,0.93073234774638,17091.0728420131,0.289278361145407
"165",0.810907913697884,0.930383650329895,16127.2349045612,0.312985014561564
"166",0.952819418348372,0.937337671942078,13970.1777184382,0.273556864541024
"167",0.820418582018465,0.937140341382474,16048.1358808465,0.264341340363026
"168",0.866010981565341,0.948850647523068,13216.2632723339,0.251735502779484
"169",0.832251099776477,0.9199018598767,19949.7012095526,0.320560683067888
"170",0.924015227053314,0.929302492993884,15872.2826605663,0.287375677954406
"171",0.818884417647496,0.934262521378696,15725.3711950034,0.291437309477478
"172",0.989066030783579,0.949720915150829,10736.5437410772,0.323558030501008
"173",0.808983456203714,0.947063593636267,12902.0222602412,0.292080892901868
"174",0.908868636703119,0.928523323871195,14961.0856734216,0.320322026032954
"175",0.963531874027103,0.931674471218139,14040.6247531064,0.306469121705741
"176",0.890434064762667,0.933119232906029,16551.7670637928,0.260810904279351
"177",0.86056947177276,0.928664144943468,16965.3001264669,0.292450156379491
"178",0.890955612901598,0.949206031346694,12765.1378558949,0.257532473690808
"179",0.934621311910451,0.918473653425463,18215.1222019456,0.319183517359197
"180",0.879809054266661,0.935153550608084,14757.2401259094,0.288005011919886
"181",0.930885873967782,0.926172588672489,14998.5736212693,0.329062613267452
"182",0.859815127588809,0.946454059425741,13534.7903356887,0.257546388115734
"183",0.812850023526698,0.94942848184146,12151.1628455482,0.308216373547912
"184",0.874218048108742,0.945476405625232,11978.4920127131,0.321995890978724
"185",0.872214886406437,0.933051845082082,15666.9549015351,0.283487828094512
"186",0.87666946365498,0.933649053424597,13830.9069536626,0.328829601742327
"187",0.826024572830647,0.938133187149651,15213.1250756793,0.275489226747304
"188",0.986541497148573,0.934521854645573,14059.5914353617,0.279834219943732
"189",0.925250018201768,0.930274887895212,14308.8700668886,0.319527943618596
"190",0.998080557538196,0.950292174704373,11926.9639789127,0.255085144732147
"191",0.998080557538196,0.950292174704373,11926.9639789127,0.255085144732147
"192",0.862866424908862,0.924564221245237,16843.8905035146,0.321701326183975
"193",0.917501547932625,0.935269239544869,15114.9864774197,0.26806752840057
"194",0.800082125747576,0.943992326967418,14237.2648301534,0.27101609127596
"195",0.825700854044408,0.943769169785082,12710.4635676369,0.317857096735388
"196",0.961101200105622,0.939237891323864,14114.5517048426,0.255164043027908
"197",0.921032347669825,0.916427090135403,18995.0550766662,0.328001534249634
"198",0.901270066341385,0.949661505268887,12640.5832939781,0.256621912419796
"199",0.94292027791962,0.949747123965062,11081.9196980447,0.317294665370137
"200",0.893401145422831,0.928596002329141,15655.7682389393,0.309157830309123
